Feature,Importance
Country_Mexico,0.1167901
X4A,0.11396268
CROE,0.06546646
NIE,0.06457756
Country_Chile,0.061103098
EPS,0.05828703
OPM,0.055114154
DTE,0.05399334
CPB,0.052788038
X5A,0.051677845
LIQ,0.049516134
X2A,0.04783461
LVC,0.046646707
X1A,0.045243297
GSA,0.04397122
X3A,0.03481231
NICA,0.031000845
Country_Brazil,0.0072145914
Country_Peru,0.0
