Feature,Importance
CPB,0.24974565
EPS,0.19261251
X4A,0.10924933
NIE,0.07881403
LIQ,0.0493906
DTE,0.046369694
GSA,0.03731317
Country_Mexico,0.03594939
CROE,0.029306395
X3A,0.026833005
X1A,0.026184797
X5A,0.0258737
OPM,0.025777217
NICA,0.025688006
X2A,0.023208043
LVC,0.0118045015
Country_Brazil,0.0058799875
Country_Chile,0.0
Country_Peru,0.0
