Feature,Importance
NICA,0.19495003
LVC,0.10247184
EPS,0.0993812
OPM,0.083761856
X1A,0.079697125
X4A,0.07941356
CROE,0.056824286
DTE,0.05423173
X2A,0.051752586
X5A,0.04609822
GSA,0.044742614
CPB,0.04152551
X3A,0.030814774
NIE,0.022106314
LIQ,0.009166255
Country_Brazil,0.0030620992
Country_Chile,0.0
Country_Mexico,0.0
Country_Peru,0.0
