Feature,Importance
CPB,0.38760287
NIE,0.102112874
CROE,0.07187414
OPM,0.049968433
X2A,0.049204092
LIQ,0.048224103
NICA,0.042272445
GSA,0.037734956
EPS,0.037662476
X1A,0.03414658
X5A,0.031095747
X4A,0.027501969
DTE,0.027301243
X3A,0.019377034
LVC,0.017330479
Country_Brazil,0.016590603
Country_Chile,0.0
Country_Mexico,0.0
