Feature,Importance
Country_Chile,0.12153872
X4A,0.075415164
Country_Mexico,0.06989156
DTE,0.0639176
NIE,0.0630324
NICA,0.059914846
EPS,0.058859907
LVC,0.05795771
OPM,0.055359792
X1A,0.05154624
CPB,0.049014606
CROE,0.04761187
X5A,0.04645668
GSA,0.04408094
LIQ,0.04340686
X2A,0.039055023
X3A,0.037518576
Country_Brazil,0.015421506
Country_Peru,0.0
