Feature,Importance
NICA,0.34573302
EPS,0.1476865
X4A,0.11513933
GSA,0.085287586
CPB,0.079436824
DTE,0.062439494
X5A,0.043618005
CROE,0.03831903
NIE,0.029273335
X2A,0.022444535
LVC,0.018198319
Country_Mexico,0.0072959424
X3A,0.0051280344
LIQ,0.0
X1A,0.0
OPM,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Peru,0.0
