Feature,Importance
X4A,0.12638494
EPS,0.075777404
CPB,0.06944974
LVC,0.060161266
X1A,0.05870136
X2A,0.05817068
GSA,0.05692189
DTE,0.05692128
X3A,0.056521997
X5A,0.05339274
NIE,0.053063206
Country_Peru,0.05045495
OPM,0.045705095
NICA,0.045002148
LIQ,0.041766267
CROE,0.039041553
Country_Brazil,0.038584743
Country_Chile,0.013978668
Country_Colombia,0.0
Country_Mexico,0.0
