Feature,Importance
CPB,0.28471303
EPS,0.10333335
NIE,0.09304408
X4A,0.06159404
GSA,0.054843064
NICA,0.044988286
LVC,0.037234847
OPM,0.034932166
X3A,0.0313903
Country_Peru,0.031167515
DTE,0.030365892
Country_Brazil,0.029384641
Country_Chile,0.028785182
LIQ,0.025704812
X5A,0.024849087
X2A,0.023038888
X1A,0.021657798
Country_Colombia,0.021605087
CROE,0.017367922
Country_Mexico,0.0
