Feature,Importance
Country_Peru,0.12990776
X4A,0.067208365
GSA,0.063590914
LVC,0.057505053
CPB,0.05719848
X1A,0.054148454
Country_Chile,0.050174072
EPS,0.048558075
X5A,0.048194926
NIE,0.04812195
LIQ,0.047699455
X3A,0.047507226
DTE,0.047458306
NICA,0.047284037
X2A,0.04687328
OPM,0.044016596
Country_Colombia,0.03199104
Country_Brazil,0.031816635
CROE,0.030745335
Country_Mexico,0.0
