Feature,Importance
EPS,0.4829732
CROE,0.13729665
NIE,0.13580903
X5A,0.06729122
GSA,0.06329983
X3A,0.057381276
OPM,0.055948813
LIQ,0.0
NICA,0.0
LVC,0.0
X2A,0.0
X1A,0.0
X4A,0.0
DTE,0.0
CPB,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
