Feature,Importance
EPS,0.30801085
NICA,0.19458169
LVC,0.12725946
X4A,0.116455324
X5A,0.076205984
X1A,0.06024901
DTE,0.036002927
X2A,0.032325428
GSA,0.019293146
LIQ,0.01557587
CROE,0.0121758105
X3A,0.0018644747
NIE,0.0
OPM,0.0
CPB,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
