Feature,Importance
CPB,0.2378453
Country_Chile,0.1128467
Country_Peru,0.10504123
NIE,0.06414147
GSA,0.062090915
X3A,0.051053435
CROE,0.04786797
X4A,0.039586894
NICA,0.037249602
EPS,0.03716277
X2A,0.030356057
DTE,0.029947842
OPM,0.027787277
LVC,0.027629077
Country_Brazil,0.025224615
X5A,0.02275775
X1A,0.020944236
LIQ,0.020466847
Country_Colombia,0.0
Country_Mexico,0.0
