Feature,Importance
OPM,0.3351824
NICA,0.23018909
NIE,0.07161133
X4A,0.0661271
CPB,0.048311938
LIQ,0.03594318
GSA,0.032253765
X3A,0.031762496
CROE,0.030256102
LVC,0.024874134
X5A,0.023451827
X2A,0.021348946
EPS,0.019504398
DTE,0.016289225
X1A,0.012894054
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
