Feature,Importance
X4A,0.118209414
NICA,0.08325227
Country_Brazil,0.061927322
X3A,0.05743169
CPB,0.056009475
Country_Colombia,0.04986449
NIE,0.049014404
CROE,0.046763632
Country_Chile,0.046409596
LIQ,0.046151873
Country_Mexico,0.04559205
DTE,0.043668408
GSA,0.04264495
EPS,0.04247414
X5A,0.039984513
X2A,0.039393894
X1A,0.036046177
OPM,0.035601415
LVC,0.034664523
Country_Peru,0.02489579
