Feature,Importance
NICA,0.36367518
Country_Peru,0.08931188
Country_Mexico,0.07954452
X3A,0.07618742
DTE,0.04695302
X2A,0.04485127
LIQ,0.03451042
GSA,0.03423856
X1A,0.034135558
Country_Chile,0.032404248
CROE,0.031653322
X5A,0.027375333
LVC,0.025722707
OPM,0.02326058
NIE,0.01814206
EPS,0.016138447
X4A,0.014331552
Country_Brazil,0.004501653
CPB,0.0030621688
Country_Colombia,0.0
