Feature,Importance
X4A,0.095515445
Country_Mexico,0.08859705
Country_Colombia,0.073043175
Country_Peru,0.06405356
NICA,0.05290659
X3A,0.04990001
CPB,0.04598781
DTE,0.045739345
NIE,0.04561831
X5A,0.044315405
EPS,0.04410774
OPM,0.043949705
LIQ,0.043758616
CROE,0.042478655
GSA,0.041945055
LVC,0.040110853
X2A,0.039492868
X1A,0.037929226
Country_Brazil,0.030387826
Country_Chile,0.030162653
