Feature,Importance
NIE,0.43542153
EPS,0.12281771
X4A,0.1214725
X2A,0.112009116
GSA,0.07934892
NICA,0.03849043
Country_Peru,0.033448752
X5A,0.029867241
DTE,0.013894215
CPB,0.0057999976
Country_Mexico,0.0041811615
CROE,0.0032484848
LIQ,0.0
LVC,0.0
X1A,0.0
X3A,0.0
OPM,0.0
Country_Brazil,0.0
Country_Colombia,0.0
Country_Chile,0.0
