Feature,Importance
X4A,0.14793904
X2A,0.081490345
OPM,0.07714086
LVC,0.07476603
LIQ,0.07041644
CPB,0.06654248
X1A,0.05865455
GSA,0.057791688
CROE,0.057376694
X3A,0.053737015
EPS,0.052974805
NIE,0.05207973
NICA,0.042157624
DTE,0.039320927
Country_Chile,0.03848636
X5A,0.029125437
Country_Brazil,0.0
Country_Colombia,0.0
Country_Peru,0.0
