Feature,Importance
X3A,0.30082548
X2A,0.13496262
CROE,0.13484518
DTE,0.119233035
X1A,0.11871893
CPB,0.06445766
LVC,0.052508023
GSA,0.018358655
EPS,0.016550584
NICA,0.014656934
NIE,0.008324344
X5A,0.0058789463
X4A,0.005744238
LIQ,0.0026839324
OPM,0.0022514507
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Peru,0.0
