Feature,Importance
X3A,0.6222575
EPS,0.1528193
X1A,0.08362226
CPB,0.0301338
X2A,0.026078595
OPM,0.025842933
X5A,0.025254007
GSA,0.024022946
NICA,0.009968664
LIQ,0.0
LVC,0.0
NIE,0.0
DTE,0.0
X4A,0.0
CROE,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Peru,0.0
