Feature,Importance
Country_Brazil,0.106107794
X3A,0.09386158
NIE,0.080079876
CROE,0.06822251
NICA,0.06591074
X4A,0.06578927
LVC,0.0612533
X1A,0.05692796
LIQ,0.053247612
X5A,0.051705565
CPB,0.049479038
DTE,0.046800345
EPS,0.04596356
X2A,0.04565082
OPM,0.043743014
GSA,0.035821054
Country_Chile,0.02943594
Country_Colombia,0.0
Country_Peru,0.0
