Feature,Importance
X3A,0.30286133
EPS,0.15328828
LIQ,0.15001525
X2A,0.13824071
CROE,0.066927955
GSA,0.05198218
X5A,0.042381357
NIE,0.035665523
LVC,0.01804733
OPM,0.017960912
X4A,0.014498583
DTE,0.0058972863
CPB,0.0022333253
NICA,0.0
X1A,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Peru,0.0
