Feature,Importance
CPB,0.32157433
GSA,0.13492201
NIE,0.079149686
X2A,0.06720071
NICA,0.061510112
LIQ,0.04889396
X3A,0.038808323
X4A,0.037849795
X1A,0.037155963
X5A,0.034827713
OPM,0.0342667
CROE,0.033019077
LVC,0.032573074
DTE,0.02299159
EPS,0.009064415
Country_Chile,0.0061924816
Country_Brazil,0.0
Country_Colombia,0.0
