Feature,Importance
DTE,0.21746154
X4A,0.213884
X5A,0.10456413
CPB,0.07473213
X2A,0.060904395
X3A,0.06006106
NIE,0.0505986
LIQ,0.04391405
CROE,0.04324622
GSA,0.034140103
X1A,0.032782387
EPS,0.02456027
NICA,0.017598694
LVC,0.01654604
OPM,0.005006438
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
