Feature,Importance
NIE,0.27997026
CPB,0.17205599
X3A,0.119751856
GSA,0.101731315
X2A,0.084630206
X4A,0.06342524
CROE,0.03973533
LVC,0.028885188
X5A,0.0258934
EPS,0.021874834
DTE,0.019608064
NICA,0.011886223
X1A,0.011830451
OPM,0.010633958
LIQ,0.008087687
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
