Feature,Importance
X5A,0.18360405
NIE,0.11372211
X1A,0.09604527
NICA,0.093225636
EPS,0.09320496
X2A,0.07560278
LIQ,0.06408293
Country_Mexico,0.05184674
DTE,0.04682203
X4A,0.038011566
LVC,0.037874803
GSA,0.03075135
CROE,0.029845838
CPB,0.02498752
X3A,0.010630388
OPM,0.00974196
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
