Feature,Importance
Country_Chile,0.20956981
LVC,0.12978666
X2A,0.09267459
EPS,0.073748596
X1A,0.061572596
NICA,0.057007886
GSA,0.047870155
LIQ,0.046537373
X5A,0.042473096
NIE,0.04045088
OPM,0.039535847
X4A,0.037692223
DTE,0.034614187
CPB,0.024612052
CROE,0.02416854
X3A,0.022616899
Country_Mexico,0.01506866
Country_Brazil,0.0
Country_Colombia,0.0
