Feature,Importance
OPM,0.54542005
NICA,0.21552859
Country_Brazil,0.16113713
DTE,0.03705269
CPB,0.016589513
CROE,0.011458675
X2A,0.008049103
X4A,0.0026595297
LVC,0.0021046898
LIQ,0.0
NIE,0.0
X1A,0.0
X5A,0.0
X3A,0.0
EPS,0.0
GSA,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
