Feature,Importance
NIE,0.26816314
NICA,0.20937344
DTE,0.10157854
X5A,0.09339787
LVC,0.09250712
X3A,0.07672514
LIQ,0.071553744
GSA,0.06741375
EPS,0.019287286
X2A,0.0
X4A,0.0
X1A,0.0
OPM,0.0
CROE,0.0
CPB,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
