Feature,Importance
CPB,0.33343273
GSA,0.13347128
NICA,0.13288835
X4A,0.049543172
LVC,0.047568753
X1A,0.041564193
DTE,0.03676399
Country_Chile,0.031453915
X5A,0.030072585
LIQ,0.029342877
NIE,0.02782461
CROE,0.025056206
EPS,0.023945533
X2A,0.021745378
OPM,0.017866246
X3A,0.017460143
Country_Brazil,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
