Feature,Importance
OPM,0.32943252
NIE,0.2535194
X3A,0.11365866
EPS,0.10162385
DTE,0.06262109
NICA,0.05373041
GSA,0.042219117
X4A,0.025261167
CPB,0.01793374
LVC,0.0
LIQ,0.0
X1A,0.0
X5A,0.0
X2A,0.0
CROE,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
