Feature,Importance
CROE,0.08941364
CPB,0.086499766
GSA,0.076421335
X1A,0.076370396
Country_Brazil,0.07172446
NICA,0.06670447
OPM,0.06669895
LVC,0.06487854
X5A,0.058301132
DTE,0.05767096
LIQ,0.057109423
NIE,0.056727745
EPS,0.046019193
X2A,0.039286904
X4A,0.034704577
X3A,0.030053776
Country_Chile,0.021414733
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
