Feature,Importance
LVC,0.06823205
NIE,0.064589396
X5A,0.062353466
GSA,0.05946286
X4A,0.058992174
LIQ,0.056778982
CPB,0.054990917
X2A,0.05376358
NICA,0.053617433
DTE,0.05310075
EPS,0.052203145
Country_Peru,0.049216524
X3A,0.048931837
Country_Chile,0.048692025
CROE,0.048633236
OPM,0.048561778
Country_Mexico,0.041654196
X1A,0.041342575
Country_Brazil,0.034883074
Country_Colombia,0.0
