Feature,Importance
NIE,0.6530511
GSA,0.09102647
EPS,0.051342536
X4A,0.045809403
X1A,0.04496845
CROE,0.025983002
X5A,0.025978683
OPM,0.01748082
NICA,0.013835727
CPB,0.011442486
X3A,0.008915737
DTE,0.004147228
X2A,0.0039853817
LIQ,0.0020329484
LVC,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
