Feature,Importance
Country_Mexico,0.102955244
DTE,0.0576617
X4A,0.055745907
X2A,0.05560747
CPB,0.05534371
CROE,0.053926032
X3A,0.053409558
OPM,0.053240784
NICA,0.05256436
NIE,0.052014396
X5A,0.050195117
LVC,0.0497266
EPS,0.048900515
GSA,0.04429882
X1A,0.042437993
LIQ,0.04089141
Country_Chile,0.03604458
Country_Colombia,0.035665084
Country_Peru,0.03304772
Country_Brazil,0.026323032
