Feature,Importance
Country_Peru,0.26673657
DTE,0.11696159
X2A,0.09435748
OPM,0.079793334
X4A,0.06732687
CROE,0.0516839
Country_Brazil,0.04774152
EPS,0.04113643
NICA,0.037687518
NIE,0.035035737
X1A,0.031168748
CPB,0.030588329
LIQ,0.02918247
X5A,0.025820317
GSA,0.017646298
LVC,0.01671472
X3A,0.0104182
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
