Feature,Importance
X4A,0.108976655
Country_Chile,0.083284244
X3A,0.0756873
Country_Peru,0.069965735
Country_Mexico,0.06269969
NICA,0.051170316
LIQ,0.04862497
X5A,0.047325235
NIE,0.04712822
LVC,0.0470194
GSA,0.04632938
EPS,0.046173908
CPB,0.0449133
X2A,0.041247476
OPM,0.039250582
CROE,0.037735704
X1A,0.037423622
DTE,0.037152264
Country_Brazil,0.027892059
Country_Colombia,0.0
