Feature,Importance
NIE,0.72598064
X3A,0.10308974
LIQ,0.029268555
GSA,0.023096062
CPB,0.019736594
CROE,0.018309768
X5A,0.017794563
NICA,0.017093575
X4A,0.013986812
DTE,0.010950613
LVC,0.0103991255
X1A,0.010294008
OPM,0.0
X2A,0.0
EPS,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
