Feature,Importance
X2A,0.17815444
NICA,0.102137744
X3A,0.09074414
LVC,0.086541176
Country_Chile,0.07780973
OPM,0.06615414
X5A,0.058485385
CROE,0.048127916
EPS,0.04652512
X4A,0.04635456
NIE,0.046271574
LIQ,0.042096905
CPB,0.038892765
Country_Brazil,0.02883053
DTE,0.02071034
X1A,0.013398345
GSA,0.008765337
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
