Feature,Importance
Country_Peru,0.07249351
LVC,0.06509515
NICA,0.060423724
DTE,0.05911034
X3A,0.05820627
EPS,0.055770375
GSA,0.05442924
X4A,0.05413972
X2A,0.050931267
Country_Chile,0.05015469
Country_Brazil,0.049915906
Country_Mexico,0.04933936
CPB,0.04866572
LIQ,0.048616797
X1A,0.047346022
CROE,0.046263896
NIE,0.045434102
OPM,0.042036925
X5A,0.04162693
Country_Colombia,0.0
