Feature,Importance
X3A,0.14126603
EPS,0.1282379
NIE,0.09786357
LIQ,0.08587062
X4A,0.084264055
NICA,0.07831201
X1A,0.069736496
CPB,0.05764167
X5A,0.052174594
CROE,0.035483234
OPM,0.0337069
X2A,0.033135798
LVC,0.032805663
Country_Brazil,0.028630642
GSA,0.02372742
DTE,0.017143337
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
