Feature,Importance
Country_Colombia,0.08596352
X4A,0.085781194
Country_Chile,0.07447263
X5A,0.05977371
X2A,0.052624576
EPS,0.04995701
DTE,0.048661847
CPB,0.047838163
GSA,0.046989996
LVC,0.0459832
CROE,0.04524365
Country_Mexico,0.045186996
OPM,0.04430348
NIE,0.04346913
X1A,0.043244768
X3A,0.042761743
Country_Peru,0.04181903
LIQ,0.04126913
NICA,0.03673308
Country_Brazil,0.017923169
