Sector;Dataset;SplitYear;ACC__global_on_sector_test;ACC__sector_only;AUC__global_on_sector_test;AUC__sector_only;BS__global_on_sector_test;BS__sector_only;CV_ACC_Mean__global_on_sector_test;CV_ACC_Mean__sector_only;CV_AUC_Mean__global_on_sector_test;CV_AUC_Mean__sector_only;KS__global_on_sector_test;KS__sector_only;Delta_AUC_global_minus_sector;Delta_ACC_global_minus_sector;Delta_KS_global_minus_sector;Delta_BS_global_minus_sector
Real Estate;dataset22;2015;0.4260355029585799;0.44970414201183434;0.42998281786941583;0.4534650630011455;0.3624633252620697;0.42472973465919495;0.574421115317821;0.6033333333333333;0.6012027278053443;0.6155555555555556;0.042096219931271474;0.04066437571592213;-0.02348224513172964;-0.023668639053254448;0.001431844215349344;-0.062266409397125244
Real Estate;dataset23;2015;0.45384615384615384;0.5846153846153846;0.4699828473413379;0.5900514579759863;0.3388289213180542;0.3146684467792511;0.5387029827025118;0.5739903846153845;0.5575391065181486;0.5974964488636363;0.06836559666748346;0.19872580249938737;-0.12006861063464846;-0.1307692307692308;-0.1303602058319039;0.0241604745388031
Real Estate;dataset31;2015;0.8943089430894309;0.8780487804878049;0.9508760330578513;0.9316363636363636;0.08327870070934296;0.10442653298377991;0.8767469869818292;0.8699378881987577;0.9451688920326236;0.9446818727490998;0.8298842975206612;0.7810909090909091;0.019239669421487693;0.016260162601625994;0.048793388429752116;-0.02114783227443695
Real Estate;dataset32;2015;0.5260416666666666;0.5572916666666666;0.5596590909090909;0.5926573426573427;0.3274834454059601;0.34309402108192444;0.6501016654862808;0.648462064251538;0.7084736047097998;0.7136941544143761;0.16958041958041958;0.18356643356643365;-0.03299825174825177;-0.03125;-0.013986013986014068;-0.015610575675964355
Real Estate;dataset33;2015;0.5531914893617021;0.6312056737588653;0.5967938311688311;0.672077922077922;0.2887468934059143;0.2748856246471405;0.6004708891164132;0.5731707317073171;0.6440295599950734;0.5961927424152289;0.1946022727272727;0.3189935064935065;-0.07528409090909094;-0.07801418439716312;-0.12439123376623379;0.013861268758773804
Real Estate;dataset41;2015;0.8943089430894309;0.8902439024390244;0.9736842105263158;0.9403021442495126;0.10017289221286774;0.1030404344201088;0.9472222222222222;0.9277777777777778;0.9655864197530863;0.9550000000000001;0.9166666666666666;0.881578947368421;0.03338206627680318;0.004065040650406471;0.03508771929824561;-0.0028675422072410583
Real Estate;dataset42;2015;0.78125;0.796875;0.9311079545454545;0.8872514204545454;0.1680707186460495;0.16579432785511017;0.8002351097178682;0.7166666666666667;0.8456491447241976;0.8322222222222223;0.8409090909090909;0.6761363636363636;0.04385653409090906;-0.015625;0.1647727272727273;0.002276390790939331
Real Estate;dataset43;2015;0.7375886524822695;0.8226950354609929;0.893;0.8752500000000001;0.1946641355752945;0.1627480536699295;0.7622222222222222;0.7666666666666666;0.8399012345679013;0.7955555555555556;0.731;0.7375;0.017749999999999932;-0.08510638297872342;-0.006500000000000061;0.03191608190536499
Technology;dataset11;2015;0.8;0.7862068965517242;0.9720496894409938;0.8876811594202898;0.16635429859161377;0.18554861843585968;0.9298873101420873;0.96;0.9610590966968766;0.95;0.8985507246376812;0.7753623188405797;0.08436853002070399;0.01379310344827589;0.12318840579710144;-0.01919431984424591
Technology;dataset12;2015;0.6842105263157895;0.5701754385964912;0.9363636363636364;0.7215909090909091;0.2569529116153717;0.31592968106269836;0.8114942528735632;0.8533333333333333;0.884502576298058;0.8666666666666668;0.8818181818181818;0.4545454545454546;0.21477272727272734;0.11403508771929827;0.42727272727272725;-0.05897676944732666
Technology;dataset13;2015;0.5975609756097561;0.573170731707317;;;0.2614240050315857;0.3091423809528351;0.7662921348314606;0.74;0.8275217775533392;0.9166666666666666;;;;0.024390243902439046;;-0.04771837592124939
Technology;dataset21;2015;0.8256880733944955;0.8348623853211009;0.9009433962264151;0.8921832884097034;0.1369975060224533;0.13669314980506897;0.8646601941747573;0.900609756097561;0.9363121877651052;0.9419285714285716;0.7280997304582211;0.7240566037735849;0.00876010781671166;-0.00917431192660545;0.0040431266846361336;0.0003043562173843384
Technology;dataset22;2015;0.47126436781609193;0.47126436781609193;0.45327604726100973;0.4656283566058002;0.3384209871292114;0.3711986839771271;0.574421115317821;0.5190476190476191;0.6012027278053443;0.547392290249433;0.05853920515574651;0.07894736842105263;-0.01235230934479048;0.0;-0.020408163265306117;-0.03277769684791565
Technology;dataset23;2015;0.6461538461538462;0.6153846153846154;0.6171428571428571;0.5847619047619048;0.25432246923446655;0.3026234209537506;0.5387029827025118;0.5375415282392026;0.5575391065181486;0.5852195423623995;0.31428571428571433;0.3428571428571429;0.03238095238095229;0.03076923076923077;-0.02857142857142858;-0.04830095171928406
Technology;dataset31;2015;0.8482758620689655;0.8137931034482758;0.9308238076468269;0.8565234528971226;0.11777161061763763;0.15247859060764313;0.8767469869818292;0.8692218350754937;0.9451688920326236;0.9253514739229025;0.7534489554592038;0.686637761135199;0.07430035474970431;0.034482758620689724;0.06681119432400473;-0.03470697999000549
Technology;dataset32;2015;0.6228070175438597;0.543859649122807;0.6952702702702702;0.6094594594594596;0.23937591910362244;0.32006341218948364;0.6501016654862808;0.5767676767676767;0.7084736047097998;0.6266618756737333;0.38648648648648654;0.2918918918918919;0.08581081081081066;0.07894736842105265;0.09459459459459463;-0.0806874930858612
Technology;dataset33;2015;0.5853658536585366;0.5609756097560976;0.6378205128205128;0.6173076923076923;0.2565375864505768;0.3354501724243164;0.6004708891164132;0.5590909090909091;0.6440295599950734;0.5942542306178671;0.3141025641025641;0.2525641025641025;0.02051282051282044;0.024390243902438935;0.0615384615384616;-0.07891258597373962
Technology;dataset41;2015;0.7862068965517242;0.8482758620689655;0.975177304964539;0.9521276595744681;0.1830645054578781;0.11692781001329422;0.9472222222222222;0.8;0.9655864197530863;0.85;0.9290780141843972;0.8652482269503546;0.023049645390070927;-0.06206896551724139;0.06382978723404253;0.06613669544458389
Technology;dataset42;2015;0.7017543859649122;0.5526315789473685;0.9598214285714285;0.5602678571428571;0.23404642939567566;0.31455329060554504;0.8002351097178682;0.74;0.8456491447241976;0.7916666666666666;0.9196428571428571;0.5267857142857143;0.3995535714285714;0.14912280701754377;0.3928571428571428;-0.08050686120986938
Technology;dataset43;2015;0.6585365853658537;0.7926829268292683;;;0.2590615749359131;0.16644294559955597;0.7622222222222222;0.75;0.8399012345679013;0.75;;;;-0.13414634146341464;;0.09261862933635712
Utilities;dataset11;2015;0.9447004608294931;0.9608294930875576;0.9790697674418605;0.9889534883720931;0.045893121510744095;0.029705621302127838;0.9298873101420873;0.9;0.9610590966968766;0.934375;0.958139534883721;0.986046511627907;-0.009883720930232598;-0.016129032258064502;-0.027906976744186074;0.016187500208616257
Utilities;dataset12;2015;0.9072463768115943;0.8405797101449275;0.8885630498533724;0.8541055718475072;0.0693831741809845;0.11540327966213226;0.8114942528735632;0.8220588235294117;0.884502576298058;0.8878472222222221;0.7030791788856305;0.6275659824046921;0.03445747800586518;0.06666666666666676;0.07551319648093846;-0.046020105481147766
Utilities;dataset13;2015;0.8682170542635659;0.7790697674418605;0.8235294117647058;0.6013071895424836;0.099722720682621;0.16283848881721497;0.7662921348314606;0.775;0.8275217775533392;0.8;0.5764705882352941;0.3254901960784313;0.2222222222222222;0.08914728682170536;0.25098039215686274;-0.06311576813459396
Utilities;dataset21;2015;0.8746518105849582;0.8802228412256268;0.9403681134187291;0.9450006218132073;0.09599414467811584;0.09325137734413147;0.8646601941747573;0.8474135195176136;0.9363121877651052;0.9286333815189591;0.7646747916925756;0.7800335779131948;-0.004632508394478263;-0.005571030640668551;-0.015358786220619258;0.002742767333984375
Utilities;dataset22;2015;0.49480968858131485;0.4844290657439446;0.5014035087719299;0.5092230576441102;0.31703445315361023;0.3724267780780792;0.574421115317821;0.5675675675675675;0.6012027278053443;0.6115047479912346;0.049974937343358394;0.05949874686716794;-0.007819548872180393;0.010380622837370235;-0.009523809523809545;-0.055392324924468994
Utilities;dataset23;2015;0.54337899543379;0.4931506849315068;0.5523937060595915;0.4802477402075661;0.2837165892124176;0.3716367483139038;0.5387029827025118;0.5666666666666667;0.5575391065181486;0.6022762345679011;0.17860729829260125;0.0434382323401406;0.07214596585202537;0.05022831050228316;0.13516906595246064;-0.0879201591014862
Utilities;dataset31;2015;0.8870967741935484;0.8986175115207373;0.9607113591566452;0.9543994861913937;0.08363908529281616;0.08358296751976013;0.8767469869818292;0.8541794800111825;0.9451688920326236;0.9269392868191891;0.8097136402896817;0.8021836865767502;0.006311872965251486;-0.011520737327188946;0.007529953712931525;5.6117773056030273e-05
Utilities;dataset32;2015;0.5333333333333333;0.5710144927536231;0.6221928166351607;0.6657088846880908;0.2905980944633484;0.3177646994590759;0.6501016654862808;0.6658092438347215;0.7084736047097998;0.7392596476335523;0.21739130434782616;0.27391304347826084;-0.04351606805293007;-0.03768115942028982;-0.05652173913043468;-0.02716660499572754
Utilities;dataset33;2015;0.562015503875969;0.5581395348837209;0.6118881118881119;0.6019605394605394;0.2675584852695465;0.31804609298706055;0.6004708891164132;0.618421052631579;0.6440295599950734;0.6847991689750692;0.20641858141858138;0.19780219780219788;0.009927572427572473;0.003875968992248069;0.008616383616383505;-0.05048760771751404
Utilities;dataset41;2015;0.9608294930875576;0.9654377880184332;0.991492652745553;0.9926527455529776;0.03320614993572235;0.0388140007853508;0.9472222222222222;0.8571428571428571;0.9655864197530863;0.9083333333333332;0.9860788863109049;0.974477958236659;-0.001160092807424573;-0.004608294930875556;0.011600928074245953;-0.0056078508496284485
Utilities;dataset42;2015;0.8521739130434782;0.8608695652173913;0.8723196881091617;0.7417153996101364;0.12329517304897308;0.09559313952922821;0.8002351097178682;0.725;0.8456491447241976;0.79375;0.8216374269005848;0.4649122807017544;0.13060428849902528;-0.008695652173913104;0.35672514619883045;0.027702033519744873
Utilities;dataset43;2015;0.813953488372093;0.748062015503876;0.92578125;0.69921875;0.13787700235843658;0.1596321016550064;0.7622222222222222;0.825;0.8399012345679013;0.875;0.8984375;0.4921875;0.2265625;0.06589147286821706;0.40625;-0.021755099296569824
