ModelxMeasure;TP;TN;FP;FN;TError_I;TError_II;ACC;SENS;SPEC;BS;AUC;KS;CV_ACC_Mean;CV_AUC_Mean;Sector;Dataset;ModelScope;SplitYear;TrainRows;TestRows;TrainRowsUsed;TestRowsScored
XGB;0.0;49.0;19.0;0.0;27.94;;0.7205882352941176;;0.7205882352941176;0.21308684349060059;;;0.8114942528735632;0.884502576298058;Energy;dataset12;global_on_sector_test;2015;7069;68;870;68
XGB;15.0;19.0;19.0;7.0;50.0;31.82;0.5666666666666667;0.6818181818181818;0.5;0.3021560311317444;0.5657894736842105;0.2272727272727273;0.5301247771836007;0.556401384083045;Energy;dataset22;sector_only;2015;171;60;166;60
XGB;14.0;14.0;24.0;8.0;63.16;36.36;0.4666666666666667;0.6363636363636364;0.3684210526315789;0.33341893553733826;0.5047846889952152;0.11004784688995217;0.574421115317821;0.6012027278053443;Energy;dataset22;global_on_sector_test;2015;5731;60;5482;60
XGB;15.0;18.0;28.0;7.0;60.87;31.82;0.4852941176470588;0.6818181818181818;0.391304347826087;0.3728172779083252;0.5652173913043478;0.19367588932806323;0.615;0.6935;Energy;dataset32;sector_only;2015;210;68;200;68
XGB;18.0;19.0;27.0;4.0;58.7;18.18;0.5441176470588235;0.8181818181818182;0.41304347826086957;0.3059666156768799;0.6462450592885376;0.3102766798418972;0.6501016654862808;0.7084736047097998;Energy;dataset32;global_on_sector_test;2015;7080;68;5916;68
XGB;0.0;61.0;7.0;0.0;10.29;;0.8970588235294118;;0.8970588235294118;0.0694260522723198;;;0.6799999999999999;0.7583333333333334;Energy;dataset42;sector_only;2015;210;68;22;68
XGB;0.0;50.0;18.0;0.0;26.47;;0.7352941176470589;;0.7352941176470589;0.21784132719039917;;;0.8002351097178682;0.8456491447241976;Energy;dataset42;global_on_sector_test;2015;7080;68;436;68
XGB;0.0;38.0;11.0;0.0;22.45;;0.7755102040816326;;0.7755102040816326;0.15148848295211792;;;0.6388888888888888;0.8150000000000001;Energy;dataset13;sector_only;2015;208;49;44;49
XGB;0.0;31.0;18.0;0.0;36.73;;0.6326530612244898;;0.6326530612244898;0.3149621784687042;;;0.7662921348314606;0.8275217775533392;Energy;dataset13;global_on_sector_test;2015;7054;49;890;49
XGB;13.0;13.0;13.0;6.0;50.0;31.58;0.5777777777777777;0.6842105263157895;0.5;0.29412153363227844;0.6133603238866396;0.30364372469635625;0.5529411764705883;0.6020761245674742;Energy;dataset23;sector_only;2015;178;45;170;45
XGB;14.0;11.0;15.0;5.0;57.69;26.32;0.5555555555555556;0.7368421052631579;0.4230769230769231;0.29424741864204407;0.5951417004048583;0.20242914979757087;0.5387029827025118;0.5575391065181486;Energy;dataset23;global_on_sector_test;2015;5903;45;5452;45
XGB;16.0;16.0;14.0;3.0;46.67;15.79;0.6530612244897959;0.8421052631578947;0.5333333333333333;0.2810838222503662;0.7263157894736842;0.39473684210526316;0.5672064777327935;0.5975069252077562;Energy;dataset33;sector_only;2015;210;49;192;49
XGB;16.0;13.0;17.0;3.0;56.67;15.79;0.5918367346938775;0.8421052631578947;0.43333333333333335;0.309146910905838;0.5771929824561404;0.34736842105263155;0.6004708891164132;0.6440295599950734;Energy;dataset33;global_on_sector_test;2015;7065;49;5892;49
XGB;0.0;41.0;8.0;0.0;16.33;;0.8367346938775511;;0.8367346938775511;0.10081879794597626;;;0.47000000000000003;0.45;Energy;dataset43;sector_only;2015;210;49;22;49
XGB;0.0;32.0;17.0;0.0;34.69;;0.6530612244897959;;0.6530612244897959;0.2667215168476105;;;0.7622222222222222;0.8399012345679013;Energy;dataset43;global_on_sector_test;2015;7065;49;450;49
XGB;;;;;;;;;;;;;;;Healthcare;dataset11;sector_only;2015;110;82;0;0
XGB;2.0;74.0;6.0;0.0;7.5;0.0;0.926829268292683;1.0;0.925;0.0728561282157898;0.9625;0.9375;0.9298873101420873;0.9610590966968766;Healthcare;dataset11;global_on_sector_test;2015;7086;82;784;82
XGB;25.0;21.0;10.0;3.0;32.26;10.71;0.7796610169491526;0.8928571428571429;0.6774193548387096;0.18131738901138306;0.8675115207373272;0.5990783410138248;0.7274725274725276;0.8829931972789116;Healthcare;dataset21;sector_only;2015;86;59;66;59
XGB;21.0;27.0;4.0;7.0;12.9;25.0;0.8135593220338984;0.75;0.8709677419354839;0.14025285840034485;0.9112903225806451;0.717741935483871;0.8646601941747573;0.9363121877651052;Healthcare;dataset21;global_on_sector_test;2015;5531;59;5150;59
XGB;27.0;41.0;11.0;3.0;21.15;10.0;0.8292682926829268;0.9;0.7884615384615384;0.09869301319122314;0.9500000000000001;0.7461538461538462;0.7714285714285716;0.7959183673469388;Healthcare;dataset31;sector_only;2015;110;82;66;82
XGB;23.0;45.0;7.0;7.0;13.46;23.33;0.8292682926829268;0.7666666666666667;0.8653846153846154;0.1173710823059082;0.9416666666666667;0.7461538461538462;0.8767469869818292;0.9451688920326236;Healthcare;dataset31;global_on_sector_test;2015;7094;82;5574;82
XGB;;;;;;;;;;;;;;;Healthcare;dataset41;sector_only;2015;110;82;0;0
XGB;0.0;75.0;7.0;0.0;8.54;;0.9146341463414634;;0.9146341463414634;0.07485561817884445;;;0.9472222222222222;0.9655864197530863;Healthcare;dataset41;global_on_sector_test;2015;7094;82;360;82
XGB;0.0;0.0;62.0;0.0;100.0;;0.0;;0.0;0.25;;;;;Healthcare;dataset12;sector_only;2015;109;62;4;62
XGB;0.0;50.0;12.0;0.0;19.35;;0.8064516129032258;;0.8064516129032258;0.1589747965335846;;;0.8114942528735632;0.884502576298058;Healthcare;dataset12;global_on_sector_test;2015;7069;62;870;62
XGB;13.0;9.0;18.0;6.0;66.67;31.58;0.4782608695652174;0.6842105263157895;0.3333333333333333;0.4312264025211334;0.46003898635477586;0.09161793372319693;0.6342857142857143;0.6801020408163265;Healthcare;dataset22;sector_only;2015;92;46;74;46
XGB;12.0;9.0;18.0;7.0;66.67;36.84;0.45652173913043476;0.631578947368421;0.3333333333333333;0.33879151940345764;0.5575048732943471;0.18323586744639375;0.574421115317821;0.6012027278053443;Healthcare;dataset22;global_on_sector_test;2015;5731;46;5482;46
XGB;13.0;19.0;24.0;6.0;55.81;31.58;0.5161290322580645;0.6842105263157895;0.4418604651162791;0.3860214650630951;0.5899632802937577;0.37209302325581395;0.7058333333333333;0.7924107142857142;Healthcare;dataset32;sector_only;2015;109;62;78;62
XGB;16.0;23.0;20.0;3.0;46.51;15.79;0.6290322580645161;0.8421052631578947;0.5348837209302325;0.22550928592681885;0.7662178702570379;0.47001223990208074;0.6501016654862808;0.7084736047097998;Healthcare;dataset32;global_on_sector_test;2015;7080;62;5916;62
XGB;;;;;;;;;;;;;;;Healthcare;dataset42;sector_only;2015;109;62;0;0
XGB;0.0;51.0;11.0;0.0;17.74;;0.8225806451612904;;0.8225806451612904;0.13063177466392517;;;0.8002351097178682;0.8456491447241976;Healthcare;dataset42;global_on_sector_test;2015;7080;62;436;62
XGB;0.0;0.0;46.0;0.0;100.0;;0.0;;0.0;0.25;;;;;Healthcare;dataset13;sector_only;2015;110;46;4;46
XGB;0.0;37.0;9.0;0.0;19.57;;0.8043478260869565;;0.8043478260869565;0.13306477665901184;;;0.7662921348314606;0.8275217775533392;Healthcare;dataset13;global_on_sector_test;2015;7054;46;890;46
XGB;6.0;11.0;7.0;12.0;38.89;66.67;0.4722222222222222;0.3333333333333333;0.6111111111111112;0.3723304569721222;0.5185185185185185;0.16666666666666663;0.5249999999999999;0.5758928571428571;Healthcare;dataset23;sector_only;2015;99;36;76;36
XGB;7.0;12.0;6.0;11.0;33.33;61.11;0.5277777777777778;0.3888888888888889;0.6666666666666666;0.30225861072540283;0.521604938271605;0.16666666666666669;0.5387029827025118;0.5575391065181486;Healthcare;dataset23;global_on_sector_test;2015;5903;36;5452;36
XGB;9.0;17.0;11.0;9.0;39.29;50.0;0.5652173913043478;0.5;0.6071428571428571;0.34092360734939575;0.5496031746031746;0.16269841269841273;0.7033333333333334;0.7361607142857143;Healthcare;dataset33;sector_only;2015;110;46;78;46
XGB;10.0;17.0;11.0;8.0;39.29;44.44;0.5869565217391305;0.5555555555555556;0.6071428571428571;0.2733798027038574;0.5694444444444445;0.2182539682539683;0.6004708891164132;0.6440295599950734;Healthcare;dataset33;global_on_sector_test;2015;7065;46;5892;46
XGB;0.0;0.0;46.0;0.0;100.0;;0.0;;0.0;0.25;;;;;Healthcare;dataset43;sector_only;2015;110;46;2;46
XGB;0.0;36.0;10.0;0.0;21.74;;0.782608695652174;;0.782608695652174;0.1999824345111847;;;0.7622222222222222;0.8399012345679013;Healthcare;dataset43;global_on_sector_test;2015;7065;46;450;46
XGB;13.0;336.0;54.0;1.0;13.85;7.14;0.8638613861386139;0.9285714285714286;0.8615384615384616;0.11320675164461136;0.9362637362637363;0.8260073260073261;0.9046783625730994;0.9733333333333334;Industrials;dataset11;sector_only;2015;912;404;94;404
XGB;14.0;341.0;49.0;0.0;12.56;0.0;0.8787128712871287;1.0;0.8743589743589744;0.1070575937628746;0.9467032967032967;0.8871794871794871;0.9298873101420873;0.9610590966968766;Industrials;dataset11;global_on_sector_test;2015;7086;404;784;404
XGB;136.0;121.0;32.0;19.0;20.92;12.26;0.8344155844155844;0.8774193548387097;0.7908496732026143;0.12922357022762299;0.9171832173729706;0.668269028041324;0.8294509679466836;0.9023728331912476;Industrials;dataset21;sector_only;2015;717;308;686;308
XGB;131.0;129.0;24.0;24.0;15.69;15.48;0.8441558441558441;0.8451612903225807;0.8431372549019608;0.12106805294752121;0.9137254901960783;0.7083280624077588;0.8646601941747573;0.9363121877651052;Industrials;dataset21;global_on_sector_test;2015;5531;308;5150;308
XGB;144.0;212.0;30.0;18.0;12.4;11.11;0.8811881188118812;0.8888888888888888;0.8760330578512396;0.10018235445022583;0.9405162738496072;0.7771655953474135;0.8757183908045978;0.9403512387958735;Industrials;dataset31;sector_only;2015;913;404;724;404
XGB;144.0;210.0;32.0;18.0;13.22;11.11;0.8762376237623762;0.8888888888888888;0.8677685950413223;0.0974154993891716;0.9368431792674216;0.7669115396388124;0.8767469869818292;0.9451688920326236;Industrials;dataset31;global_on_sector_test;2015;7094;404;5574;404
XGB;4.0;344.0;53.0;3.0;13.35;42.86;0.8613861386138614;0.5714285714285714;0.8664987405541562;0.10900701582431793;0.8783735156531125;0.7135660309463836;0.8590909090909091;0.9055555555555557;Industrials;dataset41;sector_only;2015;913;404;56;404
XGB;6.0;346.0;51.0;1.0;12.85;14.29;0.8712871287128713;0.8571428571428571;0.871536523929471;0.11162835359573364;0.9233537243612809;0.8639798488664987;0.9472222222222222;0.9655864197530863;Industrials;dataset41;global_on_sector_test;2015;7094;404;360;404
XGB;11.0;222.0;87.0;3.0;28.16;21.43;0.7213622291021672;0.7857142857142857;0.7184466019417476;0.21011824905872345;0.7956541840036986;0.5268146093388812;0.6461904761904762;0.6563636363636365;Industrials;dataset12;sector_only;2015;910;323;104;323
XGB;11.0;229.0;80.0;3.0;25.89;21.43;0.7430340557275542;0.7857142857142857;0.7411003236245954;0.19358332455158234;0.8687008784096163;0.6463245492371706;0.8114942528735632;0.884502576298058;Industrials;dataset12;global_on_sector_test;2015;7069;323;870;323
XGB;54.0;78.0;70.0;49.0;47.3;47.57;0.5258964143426295;0.5242718446601942;0.527027027027027;0.3321450650691986;0.5308318026764628;0.11676725268958277;0.4905405405405405;0.5172023374726077;Industrials;dataset22;sector_only;2015;749;251;740;251
XGB;63.0;64.0;84.0;40.0;56.76;38.83;0.5059760956175299;0.6116504854368932;0.43243243243243246;0.2919618785381317;0.5550380477564943;0.1544214117029651;0.574421115317821;0.6012027278053443;Industrials;dataset22;global_on_sector_test;2015;5731;251;5482;251
XGB;64.0;122.0;92.0;45.0;42.99;41.28;0.5758513931888545;0.5871559633027523;0.5700934579439252;0.2845306098461151;0.6739689616736689;0.2992369030266656;0.6352437106918238;0.6958180379746836;Industrials;dataset32;sector_only;2015;912;323;798;323
XGB;80.0;117.0;97.0;29.0;45.33;26.61;0.6099071207430341;0.7339449541284404;0.5467289719626168;0.248841792345047;0.6874732058647004;0.3191288690731373;0.6501016654862808;0.7084736047097998;Industrials;dataset32;global_on_sector_test;2015;7080;323;5916;323
XGB;2.0;204.0;111.0;6.0;35.24;75.0;0.6377708978328174;0.25;0.6476190476190476;0.2713131606578827;0.5464285714285714;0.27936507936507937;0.7653846153846153;0.7857142857142858;Industrials;dataset42;sector_only;2015;912;323;64;323
XGB;6.0;238.0;77.0;2.0;24.44;25.0;0.7554179566563467;0.75;0.7555555555555555;0.19935593008995056;0.8484126984126985;0.5829365079365079;0.8002351097178682;0.8456491447241976;Industrials;dataset42;global_on_sector_test;2015;7080;323;436;323
XGB;8.0;155.0;76.0;2.0;32.9;20.0;0.6763485477178424;0.8;0.670995670995671;0.25553983449935913;0.6948051948051948;0.496969696969697;0.6454545454545455;0.7322314049586776;Industrials;dataset13;sector_only;2015;909;241;110;241
XGB;8.0;175.0;56.0;2.0;24.24;20.0;0.7593360995850622;0.8;0.7575757575757576;0.19460810720920563;0.8376623376623377;0.6445887445887446;0.7662921348314606;0.8275217775533392;Industrials;dataset13;global_on_sector_test;2015;7054;241;890;241
XGB;39.0;62.0;45.0;50.0;42.06;56.18;0.5153061224489796;0.43820224719101125;0.5794392523364486;0.3546394407749176;0.47831565683083066;0.055129686023311975;0.5091673032849504;0.5159115320769456;Industrials;dataset23;sector_only;2015;778;196;766;196
XGB;53.0;51.0;56.0;36.0;52.34;40.45;0.5306122448979592;0.5955056179775281;0.4766355140186916;0.29209083318710327;0.5383807623648011;0.09849837236165082;0.5387029827025118;0.5575391065181486;Industrials;dataset23;global_on_sector_test;2015;5903;196;5452;196
XGB;51.0;95.0;54.0;41.0;36.24;44.57;0.6058091286307054;0.5543478260869565;0.6375838926174496;0.28964200615882874;0.5986285380799534;0.21206594689232566;0.600253048079135;0.6236476909007773;Industrials;dataset33;sector_only;2015;911;241;808;241
XGB;57.0;73.0;76.0;35.0;51.01;38.04;0.5394190871369294;0.6195652173913043;0.4899328859060403;0.27652356028556824;0.6063612489057485;0.181645754304056;0.6004708891164132;0.6440295599950734;Industrials;dataset33;global_on_sector_test;2015;7065;241;5892;241
XGB;3.0;175.0;59.0;4.0;25.21;57.14;0.7385892116182573;0.42857142857142855;0.7478632478632479;0.18749016523361206;0.6361416361416361;0.3553113553113553;0.689010989010989;0.7333333333333332;Industrials;dataset43;sector_only;2015;911;241;68;241
XGB;5.0;174.0;60.0;2.0;25.64;28.57;0.7427385892116183;0.7142857142857143;0.7435897435897436;0.20907530188560486;0.8711843711843712;0.663003663003663;0.7622222222222222;0.8399012345679013;Industrials;dataset43;global_on_sector_test;2015;7065;241;450;241
XGB;33.0;199.0;13.0;1.0;6.13;2.94;0.943089430894309;0.9705882352941176;0.9386792452830188;0.05672817677259445;0.9752358490566038;0.9150943396226415;0.8954248366013072;0.9209876543209876;Real Estate;dataset11;sector_only;2015;421;246;86;246
XGB;34.0;199.0;13.0;0.0;6.13;0.0;0.9471544715447154;1.0;0.9386792452830188;0.04901070147752762;0.9773862375138734;0.9481132075471698;0.9298873101420873;0.9610590966968766;Real Estate;dataset11;global_on_sector_test;2015;7086;246;784;246
XGB;88.0;77.0;24.0;17.0;23.76;16.19;0.8009708737864077;0.8380952380952381;0.7623762376237624;0.14497628808021545;0.8925978312116927;0.6366808109382367;0.8355932203389831;0.9158850574712645;Real Estate;dataset21;sector_only;2015;300;206;298;206
XGB;90.0;78.0;23.0;15.0;22.77;14.29;0.8155339805825242;0.8571428571428571;0.7722772277227723;0.13078348338603973;0.9031588873173031;0.6617633191890617;0.8646601941747573;0.9363121877651052;Real Estate;dataset21;global_on_sector_test;2015;5531;206;5150;206
XGB;114.0;102.0;23.0;7.0;18.4;5.79;0.8780487804878049;0.9421487603305785;0.816;0.10442653298377991;0.9316363636363636;0.7810909090909091;0.8699378881987577;0.9446818727490998;Real Estate;dataset31;sector_only;2015;421;246;346;246
XGB;113.0;107.0;18.0;8.0;14.4;6.61;0.8943089430894309;0.9338842975206612;0.856;0.08327870070934296;0.9508760330578513;0.8298842975206612;0.8767469869818292;0.9451688920326236;Real Estate;dataset31;global_on_sector_test;2015;7094;246;5574;246
XGB;18.0;201.0;27.0;0.0;11.84;0.0;0.8902439024390244;1.0;0.881578947368421;0.1030404344201088;0.9403021442495126;0.881578947368421;0.9277777777777778;0.9550000000000001;Real Estate;dataset41;sector_only;2015;421;246;42;246
XGB;18.0;202.0;26.0;0.0;11.4;0.0;0.8943089430894309;1.0;0.8859649122807017;0.10017289221286774;0.9736842105263158;0.9166666666666666;0.9472222222222222;0.9655864197530863;Real Estate;dataset41;global_on_sector_test;2015;7094;246;360;246
XGB;26.0;128.0;32.0;6.0;20.0;18.75;0.8020833333333334;0.8125;0.8;0.15184831619262695;0.8572265625000001;0.65625;0.72;0.8002222222222223;Real Estate;dataset12;sector_only;2015;419;192;96;192
XGB;26.0;122.0;38.0;6.0;23.75;18.75;0.7708333333333334;0.8125;0.7625;0.1728290319442749;0.8890625;0.64375;0.8114942528735632;0.884502576298058;Real Estate;dataset12;global_on_sector_test;2015;7069;192;870;192
XGB;45.0;31.0;66.0;27.0;68.04;37.5;0.44970414201183434;0.625;0.31958762886597936;0.42472973465919495;0.4534650630011455;0.04066437571592213;0.6033333333333333;0.6155555555555556;Real Estate;dataset22;sector_only;2015;322;169;300;169
XGB;43.0;29.0;68.0;29.0;70.1;40.28;0.4260355029585799;0.5972222222222222;0.29896907216494845;0.3624633252620697;0.42998281786941583;0.042096219931271474;0.574421115317821;0.6012027278053443;Real Estate;dataset22;global_on_sector_test;2015;5731;169;5482;169
XGB;66.0;41.0;63.0;22.0;60.58;25.0;0.5572916666666666;0.75;0.3942307692307692;0.34309402108192444;0.5926573426573427;0.18356643356643365;0.648462064251538;0.7136941544143761;Real Estate;dataset32;sector_only;2015;419;192;384;192
XGB;66.0;35.0;69.0;22.0;66.35;25.0;0.5260416666666666;0.75;0.33653846153846156;0.3274834454059601;0.5596590909090909;0.16958041958041958;0.6501016654862808;0.7084736047097998;Real Estate;dataset32;global_on_sector_test;2015;7080;192;5916;192
XGB;14.0;139.0;37.0;2.0;21.02;12.5;0.796875;0.875;0.7897727272727273;0.16579432785511017;0.8872514204545454;0.6761363636363636;0.7166666666666667;0.8322222222222223;Real Estate;dataset42;sector_only;2015;419;192;56;192
XGB;15.0;135.0;41.0;1.0;23.3;6.25;0.78125;0.9375;0.7670454545454546;0.1680707186460495;0.9311079545454545;0.8409090909090909;0.8002351097178682;0.8456491447241976;Real Estate;dataset42;global_on_sector_test;2015;7080;192;436;192
XGB;22.0;93.0;21.0;5.0;18.42;18.52;0.8156028368794326;0.8148148148148148;0.8157894736842105;0.15245357155799866;0.8323586744639375;0.6461988304093568;0.6636363636363637;0.7256198347107438;Real Estate;dataset13;sector_only;2015;417;141;110;141
XGB;21.0;85.0;29.0;6.0;25.44;22.22;0.75177304964539;0.7777777777777778;0.7456140350877193;0.19063273072242737;0.8486029889538661;0.6003898635477583;0.7662921348314606;0.8275217775533392;Real Estate;dataset13;global_on_sector_test;2015;7054;141;890;141
XGB;35.0;41.0;36.0;18.0;46.75;33.96;0.5846153846153846;0.660377358490566;0.5324675324675324;0.3146684467792511;0.5900514579759863;0.19872580249938737;0.5739903846153845;0.5974964488636363;Real Estate;dataset23;sector_only;2015;340;130;324;130
XGB;27.0;32.0;45.0;26.0;58.44;49.06;0.45384615384615384;0.5094339622641509;0.4155844155844156;0.3388289213180542;0.4699828473413379;0.06836559666748346;0.5387029827025118;0.5575391065181486;Real Estate;dataset23;global_on_sector_test;2015;5903;130;5452;130
XGB;45.0;44.0;33.0;19.0;42.86;29.69;0.6312056737588653;0.703125;0.5714285714285714;0.2748856246471405;0.672077922077922;0.3189935064935065;0.5731707317073171;0.5961927424152289;Real Estate;dataset33;sector_only;2015;417;141;410;141
XGB;47.0;31.0;46.0;17.0;59.74;26.56;0.5531914893617021;0.734375;0.4025974025974026;0.2887468934059143;0.5967938311688311;0.1946022727272727;0.6004708891164132;0.6440295599950734;Real Estate;dataset33;global_on_sector_test;2015;7065;141;5892;141
XGB;14.0;102.0;23.0;2.0;18.4;12.5;0.8226950354609929;0.875;0.816;0.1627480536699295;0.8752500000000001;0.7375;0.7666666666666666;0.7955555555555556;Real Estate;dataset43;sector_only;2015;417;141;56;141
XGB;15.0;89.0;36.0;1.0;28.8;6.25;0.7375886524822695;0.9375;0.712;0.1946641355752945;0.893;0.731;0.7622222222222222;0.8399012345679013;Real Estate;dataset43;global_on_sector_test;2015;7065;141;450;141
XGB;7.0;107.0;31.0;0.0;22.46;0.0;0.7862068965517242;1.0;0.7753623188405797;0.18554861843585968;0.8876811594202898;0.7753623188405797;0.96;0.95;Technology;dataset11;sector_only;2015;242;145;24;145
XGB;7.0;109.0;29.0;0.0;21.01;0.0;0.8;1.0;0.7898550724637681;0.16635429859161377;0.9720496894409938;0.8985507246376812;0.9298873101420873;0.9610590966968766;Technology;dataset11;global_on_sector_test;2015;7086;145;784;145
XGB;49.0;42.0;11.0;7.0;20.75;12.5;0.8348623853211009;0.875;0.7924528301886793;0.13669314980506897;0.8921832884097034;0.7240566037735849;0.900609756097561;0.9419285714285716;Technology;dataset21;sector_only;2015;206;109;202;109
XGB;47.0;43.0;10.0;9.0;18.87;16.07;0.8256880733944955;0.8392857142857143;0.8113207547169812;0.1369975060224533;0.9009433962264151;0.7280997304582211;0.8646601941747573;0.9363121877651052;Technology;dataset21;global_on_sector_test;2015;5531;109;5150;109
XGB;49.0;69.0;17.0;10.0;19.77;16.95;0.8137931034482758;0.8305084745762712;0.8023255813953488;0.15247859060764313;0.8565234528971226;0.686637761135199;0.8692218350754937;0.9253514739229025;Technology;dataset31;sector_only;2015;243;145;206;145
XGB;52.0;71.0;15.0;7.0;17.44;11.86;0.8482758620689655;0.8813559322033898;0.8255813953488372;0.11777161061763763;0.9308238076468269;0.7534489554592038;0.8767469869818292;0.9451688920326236;Technology;dataset31;global_on_sector_test;2015;7094;145;5574;145
XGB;4.0;119.0;22.0;0.0;15.6;0.0;0.8482758620689655;1.0;0.8439716312056738;0.11692781001329422;0.9521276595744681;0.8652482269503546;0.8;0.85;Technology;dataset41;sector_only;2015;243;145;20;145
XGB;4.0;110.0;31.0;0.0;21.99;0.0;0.7862068965517242;1.0;0.7801418439716312;0.1830645054578781;0.975177304964539;0.9290780141843972;0.9472222222222222;0.9655864197530863;Technology;dataset41;global_on_sector_test;2015;7094;145;360;145
XGB;3.0;62.0;48.0;1.0;43.64;25.0;0.5701754385964912;0.75;0.5636363636363636;0.31592968106269836;0.7215909090909091;0.4545454545454546;0.8533333333333333;0.8666666666666668;Technology;dataset12;sector_only;2015;243;114;26;114
XGB;4.0;74.0;36.0;0.0;32.73;0.0;0.6842105263157895;1.0;0.6727272727272727;0.2569529116153717;0.9363636363636364;0.8818181818181818;0.8114942528735632;0.884502576298058;Technology;dataset12;global_on_sector_test;2015;7069;114;870;114
XGB;22.0;19.0;30.0;16.0;61.22;42.11;0.47126436781609193;0.5789473684210527;0.3877551020408163;0.3711986839771271;0.4656283566058002;0.07894736842105263;0.5190476190476191;0.547392290249433;Technology;dataset22;sector_only;2015;214;87;210;87
XGB;23.0;18.0;31.0;15.0;63.27;39.47;0.47126436781609193;0.6052631578947368;0.3673469387755102;0.3384209871292114;0.45327604726100973;0.05853920515574651;0.574421115317821;0.6012027278053443;Technology;dataset22;global_on_sector_test;2015;5731;87;5482;87
XGB;19.0;43.0;31.0;21.0;41.89;52.5;0.543859649122807;0.475;0.581081081081081;0.32006341218948364;0.6094594594594596;0.2918918918918919;0.5767676767676767;0.6266618756737333;Technology;dataset32;sector_only;2015;243;114;222;114
XGB;31.0;40.0;34.0;9.0;45.95;22.5;0.6228070175438597;0.775;0.5405405405405406;0.23937591910362244;0.6952702702702702;0.38648648648648654;0.6501016654862808;0.7084736047097998;Technology;dataset32;global_on_sector_test;2015;7080;114;5916;114
XGB;1.0;62.0;50.0;1.0;44.64;50.0;0.5526315789473685;0.5;0.5535714285714286;0.31455329060554504;0.5602678571428571;0.5267857142857143;0.74;0.7916666666666666;Technology;dataset42;sector_only;2015;243;114;22;114
XGB;2.0;78.0;34.0;0.0;30.36;0.0;0.7017543859649122;1.0;0.6964285714285714;0.23404642939567566;0.9598214285714285;0.9196428571428571;0.8002351097178682;0.8456491447241976;Technology;dataset42;global_on_sector_test;2015;7080;114;436;114
XGB;0.0;47.0;35.0;0.0;42.68;;0.573170731707317;;0.573170731707317;0.3091423809528351;;;0.74;0.9166666666666666;Technology;dataset13;sector_only;2015;243;82;24;82
XGB;0.0;49.0;33.0;0.0;40.24;;0.5975609756097561;;0.5975609756097561;0.2614240050315857;;;0.7662921348314606;0.8275217775533392;Technology;dataset13;global_on_sector_test;2015;7054;82;890;82
XGB;21.0;19.0;16.0;9.0;45.71;30.0;0.6153846153846154;0.7;0.5428571428571428;0.3026234209537506;0.5847619047619048;0.3428571428571429;0.5375415282392026;0.5852195423623995;Technology;dataset23;sector_only;2015;223;65;214;65
XGB;24.0;18.0;17.0;6.0;48.57;20.0;0.6461538461538462;0.8;0.5142857142857142;0.25432246923446655;0.6171428571428571;0.31428571428571433;0.5387029827025118;0.5575391065181486;Technology;dataset23;global_on_sector_test;2015;5903;65;5452;65
XGB;22.0;24.0;28.0;8.0;53.85;26.67;0.5609756097560976;0.7333333333333333;0.46153846153846156;0.3354501724243164;0.6173076923076923;0.2525641025641025;0.5590909090909091;0.5942542306178671;Technology;dataset33;sector_only;2015;243;82;218;82
XGB;22.0;26.0;26.0;8.0;50.0;26.67;0.5853658536585366;0.7333333333333333;0.5;0.2565375864505768;0.6378205128205128;0.3141025641025641;0.6004708891164132;0.6440295599950734;Technology;dataset33;global_on_sector_test;2015;7065;82;5892;82
XGB;0.0;65.0;17.0;0.0;20.73;;0.7926829268292683;;0.7926829268292683;0.16644294559955597;;;0.75;0.75;Technology;dataset43;sector_only;2015;243;82;20;82
XGB;0.0;54.0;28.0;0.0;34.15;;0.6585365853658537;;0.6585365853658537;0.2590615749359131;;;0.7622222222222222;0.8399012345679013;Technology;dataset43;global_on_sector_test;2015;7065;82;450;82
XGB;4.0;413.0;17.0;0.0;3.95;0.0;0.9608294930875576;1.0;0.9604651162790697;0.029705621302127838;0.9889534883720931;0.986046511627907;0.9;0.934375;Utilities;dataset11;sector_only;2015;1060;434;80;434
XGB;4.0;406.0;24.0;0.0;5.58;0.0;0.9447004608294931;1.0;0.9441860465116279;0.045893121510744095;0.9790697674418605;0.958139534883721;0.9298873101420873;0.9610590966968766;Utilities;dataset11;global_on_sector_test;2015;7086;434;784;434
XGB;152.0;164.0;23.0;20.0;12.3;11.63;0.8802228412256268;0.8837209302325582;0.8770053475935828;0.09325137734413147;0.9450006218132073;0.7800335779131948;0.8474135195176136;0.9286333815189591;Utilities;dataset21;sector_only;2015;797;359;688;359
XGB;157.0;157.0;30.0;15.0;16.04;8.72;0.8746518105849582;0.9127906976744186;0.839572192513369;0.09599414467811584;0.9403681134187291;0.7646747916925756;0.8646601941747573;0.9363121877651052;Utilities;dataset21;global_on_sector_test;2015;5531;359;5150;359
XGB;155.0;235.0;26.0;18.0;9.96;10.4;0.8986175115207373;0.8959537572254336;0.9003831417624522;0.08358296751976013;0.9543994861913937;0.8021836865767502;0.8541794800111825;0.9269392868191891;Utilities;dataset31;sector_only;2015;1060;434;734;434
XGB;159.0;226.0;35.0;14.0;13.41;8.09;0.8870967741935484;0.9190751445086706;0.8659003831417624;0.08363908529281616;0.9607113591566452;0.8097136402896817;0.8767469869818292;0.9451688920326236;Utilities;dataset31;global_on_sector_test;2015;7094;434;5574;434
