Feature,Importance
NIE,0.24182695
DTE,0.2191699
X2A,0.14291823
CPB,0.14108716
LVC,0.06959071
EPS,0.04997332
CROE,0.043274328
X5A,0.038711727
LIQ,0.024293987
OPM,0.01518089
X1A,0.013972827
NICA,0.0
X3A,0.0
X4A,0.0
GSA,0.0
Country_Chile,0.0
