Feature,Importance
LIQ,0.37994432
NICA,0.17681497
CROE,0.1686193
LVC,0.061623096
DTE,0.061238267
CPB,0.053083703
GSA,0.042671718
EPS,0.029231578
X2A,0.026773084
X1A,0.0
NIE,0.0
X5A,0.0
X4A,0.0
X3A,0.0
OPM,0.0
