Feature,Importance
NIE,0.3688511
CPB,0.2439662
LIQ,0.13155642
LVC,0.10396026
DTE,0.08157234
X5A,0.02887801
OPM,0.022995455
X1A,0.018220222
X2A,0.0
EPS,0.0
NICA,0.0
X4A,0.0
X3A,0.0
CROE,0.0
GSA,0.0
Country_Chile,0.0
