Feature,Importance
NICA,0.82263196
CROE,0.11190503
X5A,0.065463066
LIQ,0.0
EPS,0.0
DTE,0.0
LVC,0.0
NIE,0.0
X2A,0.0
X1A,0.0
X4A,0.0
X3A,0.0
OPM,0.0
CPB,0.0
GSA,0.0
Country_Chile,0.0
