Feature,Importance
NICA,0.56004053
LVC,0.14031094
X3A,0.13075943
CROE,0.05437883
X2A,0.048956554
GSA,0.022781095
X1A,0.01397021
NIE,0.008000832
DTE,0.007320851
LIQ,0.0052112523
OPM,0.0044573043
X5A,0.0038121296
EPS,0.0
X4A,0.0
CPB,0.0
Country_Chile,0.0
