Feature,Importance
CPB,0.25951302
NIE,0.13685553
X4A,0.09322735
NICA,0.06892882
GSA,0.061858695
X3A,0.0464073
EPS,0.040436227
Country_Mexico,0.035726435
X2A,0.034348376
Country_Chile,0.030095853
CROE,0.028892677
LIQ,0.027716845
OPM,0.02735016
X5A,0.027291045
DTE,0.026498614
X1A,0.02641396
LVC,0.02162018
Country_Brazil,0.0068189753
Country_Colombia,0.0
Country_Peru,0.0
