Feature,Importance
Country_Mexico,0.07109448
Country_Peru,0.06927811
NIE,0.06925821
X4A,0.06359933
OPM,0.059607144
Country_Brazil,0.056925084
DTE,0.05593026
CROE,0.053750962
X2A,0.05062333
CPB,0.050617635
X3A,0.05002459
EPS,0.04941609
LVC,0.04669454
LIQ,0.04560687
X1A,0.045355193
GSA,0.0453022
NICA,0.04317861
Country_Chile,0.03747841
X5A,0.03625887
Country_Colombia,0.0
