Feature,Importance
NIE,0.57102245
NICA,0.21067213
X1A,0.045693785
X2A,0.041766856
LVC,0.03157176
OPM,0.024478748
X3A,0.02158016
EPS,0.018776305
CROE,0.0121155875
DTE,0.0074350396
X4A,0.005659753
CPB,0.004894349
GSA,0.002444945
X5A,0.00188815
LIQ,0.0
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
