Feature,Importance
Country_Peru,0.11740754
X4A,0.076726116
X3A,0.06216633
EPS,0.059032135
DTE,0.056862295
X5A,0.052016508
LIQ,0.051356237
OPM,0.050459266
NIE,0.049827937
Country_Mexico,0.049750388
NICA,0.048256677
LVC,0.045857817
GSA,0.044367258
X1A,0.0434488
Country_Chile,0.040625002
CROE,0.03912792
X2A,0.038755562
Country_Brazil,0.03742553
CPB,0.036530703
Country_Colombia,0.0
