Feature,Importance
X2A,0.307409
X3A,0.104742765
EPS,0.09827128
CPB,0.08626597
X5A,0.06728175
X4A,0.048333615
LIQ,0.042144906
X1A,0.04006689
GSA,0.039150417
DTE,0.033153187
NIE,0.030211823
OPM,0.030130211
LVC,0.028814644
CROE,0.022740625
NICA,0.02128292
Country_Brazil,0.0
Country_Chile,0.0
Country_Colombia,0.0
Country_Mexico,0.0
Country_Peru,0.0
